"","airline_name","type_traveller","cabin_flown","overall_rating","seat_comfort_rating","cabin_staff_rating","food_beverages_rating","inflight_entertainment_rating","ground_service_rating","wifi_connectivity_rating","value_money_rating","recommended"
"29673","royal-jordanian-airlines",NA,"Business Class",9,5,5,4,3,NA,NA,5,1
"29674","royal-jordanian-airlines",NA,"Business Class",4,3,3,2,5,NA,NA,1,0
"29675","ryanair",NA,"Economy",8,4,4,0,NA,NA,NA,5,1
"29676","ryanair",NA,"Economy",8,4,4,4,NA,NA,NA,5,1
"29677","santa-barbara",NA,"Economy",3,NA,NA,NA,NA,NA,NA,1,0
"29678","santa-barbara",NA,"Business Class",7,NA,NA,NA,NA,NA,NA,4,1
"29679","santa-barbara",NA,"Business Class",NA,NA,NA,NA,NA,NA,NA,1,0
"29680","sas-scandinavian-airlines","Solo Leisure","Economy",9,5,5,4,5,4,5,4,1
"29681","royal-jordanian-airlines",NA,"Economy",1,1,1,3,3,NA,NA,4,0
"29682","royal-jordanian-airlines",NA,"Business Class",9,4,4,5,4,NA,NA,5,1
"29683","royal-jordanian-airlines",NA,"Economy",3,4,1,1,4,NA,NA,1,0
"29684","ryanair",NA,"Economy",8,3,3,1,NA,NA,NA,5,1
"29685","ryanair",NA,"Economy",NA,3,3,1,NA,NA,NA,4,0
"29686","ryanair",NA,"Economy",3,3,1,1,NA,NA,NA,3,0
"29687","santa-barbara",NA,"Economy",4,NA,NA,NA,NA,NA,NA,4,1
"29688","santa-barbara",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"29689","santa-barbara",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"29690","sas-scandinavian-airlines","Couple Leisure","Economy",4,3,2,1,NA,3,NA,2,0
"29691","sas-scandinavian-airlines","Couple Leisure","Economy",3,3,2,1,5,2,NA,2,0
"29692","royal-jordanian-airlines",NA,"Economy",8,4,4,4,3,NA,NA,5,1
"29693","royal-jordanian-airlines",NA,"Economy",8,4,4,3,4,NA,NA,4,0
"29694","ryanair",NA,"Economy",5,4,3,0,NA,NA,NA,4,0
"29695","ryanair",NA,"Economy",5,3,4,0,NA,NA,NA,3,0
"29696","ryanair",NA,"Economy",NA,3,2,0,NA,NA,NA,2,0
"29697","santa-barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29698","santa-barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29699","sas-scandinavian-airlines","Couple Leisure","Economy",1,2,2,NA,NA,1,NA,3,0
"29700","sas-scandinavian-airlines","FamilyLeisure","Economy",2,1,2,1,1,2,NA,1,0
"29701","royal-jordanian-airlines",NA,"Business Class",3,2,1,1,2,NA,NA,3,0
"29702","royal-jordanian-airlines",NA,"Economy",3,4,2,3,4,NA,NA,4,0
"29703","ryanair",NA,"Economy",3,4,4,1,NA,NA,NA,2,0
"29704","ryanair",NA,"Economy",2,3,3,1,NA,NA,NA,3,0
"29705","ryanair",NA,"Economy",8,2,3,3,NA,NA,NA,4,1
"29706","sas-scandinavian-airlines","FamilyLeisure","Economy",2,2,1,1,1,2,1,2,0
"29707","sas-scandinavian-airlines","Solo Leisure","Premium Economy",5,1,4,3,NA,4,NA,2,1
"29708","royal-jordanian-airlines",NA,"Business Class",8,5,4,4,4,NA,NA,4,1
"29709","royal-jordanian-airlines",NA,"Economy",7,3,4,3,4,NA,NA,4,1
"29710","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29711","ryanair",NA,"Economy",NA,2,3,0,NA,NA,NA,1,0
"29712","ryanair",NA,"Economy",10,5,5,5,NA,NA,NA,5,1
"29713","sas-scandinavian-airlines","Couple Leisure","Economy",1,1,1,NA,NA,1,NA,1,0
"29714","sas-scandinavian-airlines","FamilyLeisure","Economy",1,1,1,1,1,1,1,1,0
"29715","sas-scandinavian-airlines","FamilyLeisure","Economy",1,3,3,2,3,1,1,2,0
"29716","royal-jordanian-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29717","royal-jordanian-airlines",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29718","royal-jordanian-airlines",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,0
"29719","ryanair",NA,"Economy",2,4,2,0,NA,NA,NA,2,0
"29720","ryanair",NA,"Economy",8,4,5,4,NA,NA,NA,5,1
"29721","ryanair",NA,"Economy",10,4,5,0,NA,NA,NA,4,1
"29722","sas-scandinavian-airlines","Business","Business Class",10,5,5,5,5,5,5,4,1
"29723","sas-scandinavian-airlines","FamilyLeisure","Economy",5,3,3,2,NA,2,NA,4,0
"29724","sata-air-azores","FamilyLeisure","Economy",3,3,2,5,NA,2,NA,1,0
"29725","royal-jordanian-airlines",NA,"Business Class",7,NA,NA,NA,NA,NA,NA,4,1
"29726","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29727","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29728","ryanair",NA,"Economy",7,3,4,1,NA,NA,NA,3,1
"29729","ryanair",NA,"Economy",9,4,4,0,NA,NA,NA,5,1
"29730","ryanair",NA,"Economy",8,3,4,2,NA,NA,NA,5,1
"29731","sas-scandinavian-airlines","Solo Leisure","Economy",5,1,3,1,NA,3,NA,2,0
"29732","sas-scandinavian-airlines","Solo Leisure","Economy",1,2,2,1,1,2,1,2,0
"29733","sata-air-azores","Couple Leisure","Economy",8,3,4,5,1,4,NA,3,1
"29734","sata-air-azores","FamilyLeisure","Business Class",2,1,2,2,1,2,1,1,0
"29735","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29736","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29737","royal-jordanian-airlines",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"29738","ryanair",NA,"Economy",10,5,5,0,NA,NA,NA,5,1
"29739","ryanair",NA,"Economy",1,4,1,0,NA,NA,NA,3,0
"29740","ryanair",NA,"Economy",1,3,3,3,NA,NA,NA,2,0
"29741","sas-scandinavian-airlines","Solo Leisure","Economy",3,3,4,3,NA,NA,NA,3,0
"29742","sas-scandinavian-airlines","Solo Leisure","Economy",8,3,4,3,NA,NA,NA,4,1
"29743","sata-air-azores","Solo Leisure","Economy",9,5,5,5,NA,NA,NA,5,1
"29744","sata-air-azores",NA,"Economy",4,0,0,0,0,NA,NA,0,0
"29745","sata-air-azores",NA,"Economy",8,0,0,0,0,NA,NA,0,1
"29746","royal-jordanian-airlines",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29747","royal-jordanian-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29748","royal-jordanian-airlines",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"29749","ryanair",NA,"Economy",10,3,5,4,NA,NA,NA,5,1
"29750","ryanair",NA,"Economy",9,3,4,3,NA,NA,NA,5,1
"29751","sas-scandinavian-airlines",NA,"Economy",3,3,3,1,1,NA,NA,4,0
"29752","sas-scandinavian-airlines",NA,"Economy",3,2,2,1,1,NA,NA,4,0
"29753","sas-scandinavian-airlines",NA,"Economy",NA,3,3,1,1,NA,NA,1,0
"29754","sata-air-azores",NA,"Economy",8,0,0,0,0,NA,NA,0,1
"29755","sata-air-azores",NA,"Business Class",2,0,0,0,0,NA,NA,0,0
"29756","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29757","royal-jordanian-airlines",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29758","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29759","ryanair",NA,"Economy",10,3,5,3,NA,NA,NA,5,1
"29760","ryanair",NA,"Economy",9,3,5,4,NA,NA,NA,5,1
"29761","ryanair",NA,"Economy",NA,3,3,0,NA,NA,NA,3,0
"29762","sas-scandinavian-airlines",NA,"Economy",5,3,3,2,3,NA,NA,3,1
"29763","sas-scandinavian-airlines",NA,"Premium Economy",4,1,2,1,1,NA,NA,2,0
"29764","sata-air-azores",NA,"Economy",10,0,0,0,0,NA,NA,0,1
"29765","sata-air-azores",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"29766","sata-air-azores",NA,"Economy",9,0,0,0,0,NA,NA,0,1
"29767","royal-jordanian-airlines",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"29768","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29769","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29770","ryanair",NA,"Economy",8,4,3,0,NA,NA,NA,5,1
"29771","ryanair",NA,"Economy",6,3,3,0,NA,NA,NA,4,1
"29772","sas-scandinavian-airlines",NA,"Economy",NA,3,1,1,1,NA,NA,2,0
"29773","sas-scandinavian-airlines",NA,"Premium Economy",8,2,4,3,1,NA,NA,4,1
"29774","sas-scandinavian-airlines",NA,"Economy",10,5,4,5,5,NA,NA,5,1
"29775","sata-internacional",NA,"Economy",9,4,5,5,2,NA,NA,5,1
"29776","sata-air-azores",NA,"Economy",8,0,0,0,0,NA,NA,0,1
"29777","sata-air-azores",NA,"Economy",10,0,0,0,0,NA,NA,0,1
"29778","sata-air-azores",NA,"Business Class",7,0,0,0,0,NA,NA,0,1
"29779","royal-jordanian-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29780","royal-jordanian-airlines",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"29781","ryanair",NA,"Economy",10,3,3,3,NA,NA,NA,5,1
"29782","ryanair",NA,"Economy",8,3,5,4,NA,NA,NA,5,1
"29783","ryanair",NA,"Economy",8,3,3,0,NA,NA,NA,4,1
"29784","sas-scandinavian-airlines",NA,"Economy",2,1,4,1,1,NA,NA,1,0
"29785","sas-scandinavian-airlines",NA,"Economy",8,4,4,2,1,NA,NA,4,1
"29786","sata-internacional",NA,"Economy",6,4,2,1,1,NA,NA,5,1
"29787","sata-internacional",NA,"Economy",6,3,5,4,3,NA,NA,5,1
"29788","sata-air-azores",NA,"Economy",6,0,0,0,0,NA,NA,0,1
"29789","sata-air-azores",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"29790","sata-air-azores",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"29791","royal-jordanian-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,1,1
"29792","royal-jordanian-airlines",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"29793","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29794","ryanair",NA,"Business Class",5,3,4,2,NA,NA,NA,2,1
"29795","ryanair",NA,"Economy",10,4,4,4,NA,NA,NA,4,1
"29796","ryanair",NA,"Economy",10,4,4,4,NA,NA,NA,5,1
"29797","sas-scandinavian-airlines",NA,"Economy",10,4,5,4,4,NA,NA,5,1
"29798","sas-scandinavian-airlines",NA,"Economy",NA,3,0,0,0,NA,NA,0,0
"29799","sata-internacional",NA,"Business Class",2,2,1,1,1,NA,NA,1,0
"29800","sata-internacional",NA,"Business Class",8,5,5,4,4,NA,NA,4,1
"29801","sata-air-azores",NA,"Business Class",2,0,0,0,0,NA,NA,0,0
"29802","sata-air-azores",NA,"Economy",1,0,0,0,0,NA,NA,0,0
"29803","sata-air-azores",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"29804","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29805","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29806","royal-jordanian-airlines",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,0
"29807","ryanair",NA,"Economy",5,4,1,0,NA,NA,NA,4,1
"29808","ryanair",NA,"Economy",1,1,2,3,NA,NA,NA,1,0
"29809","ryanair",NA,"Economy",NA,2,4,4,NA,NA,NA,1,0
"29810","sas-scandinavian-airlines",NA,"Economy",NA,3,1,1,1,NA,NA,3,0
"29811","sas-scandinavian-airlines",NA,"First Class",2,3,4,2,1,NA,NA,1,0
"29812","sata-internacional",NA,"Economy",9,5,5,5,1,NA,NA,4,1
"29813","sata-internacional",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"29814","sata-internacional",NA,"Economy",2,1,3,2,1,NA,NA,3,0
"29815","sata-air-azores",NA,"Economy",9,0,5,2,0,NA,NA,0,1
"29816","sata-air-azores",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29817","sata-air-azores",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29818","royal-jordanian-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29819","royal-jordanian-airlines",NA,"Economy",2,NA,NA,NA,NA,NA,NA,4,0
"29820","ryanair",NA,"Economy",3,2,1,0,NA,NA,NA,2,0
"29821","ryanair",NA,"Economy",10,4,5,4,NA,NA,NA,5,1
"29822","sas-scandinavian-airlines",NA,"Economy",2,3,4,1,1,NA,NA,2,0
"29823","sas-scandinavian-airlines",NA,"Premium Economy",10,4,5,4,0,NA,NA,5,1
"29824","sata-internacional",NA,"Economy",1,3,1,3,1,NA,NA,1,0
"29825","sata-internacional",NA,"Business Class",3,4,3,1,2,NA,NA,1,0
"29826","sata-air-azores",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"29827","sata-air-azores",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"29828","sata-air-azores",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29829","royal-jordanian-airlines",NA,"Economy",4,NA,NA,NA,NA,NA,NA,1,0
"29830","royal-jordanian-airlines",NA,"Economy",6,NA,NA,NA,NA,NA,NA,4,0
"29831","saudi-arabian-airlines","Solo Leisure","Economy",7,5,3,4,3,1,NA,5,1
"29832","ryanair",NA,"Economy",6,3,2,0,NA,NA,NA,4,0
"29833","ryanair",NA,"Economy",4,3,1,2,NA,NA,NA,2,0
"29834","sas-scandinavian-airlines",NA,"Economy",8,4,4,4,4,NA,NA,4,1
"29835","sas-scandinavian-airlines",NA,"Economy",2,2,1,1,1,NA,NA,2,0
"29836","sas-scandinavian-airlines",NA,"Economy",7,4,4,0,0,NA,NA,4,1
"29837","sata-internacional",NA,"Economy",1,2,1,1,1,NA,NA,1,0
"29838","sata-internacional",NA,"Economy",10,5,5,5,3,NA,NA,5,1
"29839","sata-internacional",NA,"Economy",3,2,1,1,1,NA,NA,3,0
"29840","sata-air-azores",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29841","sata-air-azores",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29842","sata-air-azores",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29843","royal-jordanian-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29844","royal-jordanian-airlines",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"29845","royal-jordanian-airlines",NA,"Economy",4,NA,NA,NA,NA,NA,NA,4,0
"29846","saudi-arabian-airlines","Couple Leisure","Economy",8,3,4,4,3,3,NA,5,1
"29847","saudi-arabian-airlines",NA,"Economy",4,4,2,3,5,NA,NA,3,0
"29848","ryanair",NA,"Economy",10,3,4,1,NA,NA,NA,5,1
"29849","ryanair",NA,"Economy",9,3,0,0,NA,NA,NA,5,1
"29850","ryanair",NA,"Economy",NA,0,0,0,NA,NA,NA,1,0
"29851","sas-scandinavian-airlines",NA,"Economy",7,3,5,4,0,NA,NA,4,1
"29852","sas-scandinavian-airlines",NA,"Economy",10,4,5,0,0,NA,NA,4,1
"29853","sata-internacional",NA,"Economy",7,3,5,4,1,NA,NA,4,1
"29854","sata-internacional",NA,"Economy",4,2,2,3,1,NA,NA,1,0
"29855","sata-air-azores",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"29856","sata-air-azores",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29857","royal-jordanian-airlines",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,1
"29858","royal-jordanian-airlines",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"29859","saudi-arabian-airlines",NA,"Business Class",3,2,2,2,2,NA,NA,4,0
"29860","saudi-arabian-airlines",NA,"Economy",7,3,4,2,1,NA,NA,4,1
"29861","ryanair",NA,"Economy",NA,1,3,0,NA,NA,NA,1,0
"29862","ryanair",NA,"Economy",2,1,3,3,NA,NA,NA,2,0
"29863","sas-scandinavian-airlines",NA,"Premium Economy",9,4,5,3,1,NA,NA,5,1
"29864","sas-scandinavian-airlines",NA,"Economy",7,2,5,5,1,NA,NA,3,1
"29865","sas-scandinavian-airlines",NA,"Premium Economy",7,3,4,4,3,NA,NA,3,1
"29866","sata-internacional",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"29867","sata-internacional",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"29868","sata-air-azores",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"29869","sata-air-azores",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29870","royal-jordanian-airlines",NA,"Business Class",7,NA,NA,NA,NA,NA,NA,4,1
"29871","royal-jordanian-airlines",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"29872","royal-jordanian-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29873","saudi-arabian-airlines",NA,"Premium Economy",NA,1,1,1,1,NA,NA,1,0
"29874","saudi-arabian-airlines",NA,"Business Class",9,5,4,4,4,NA,NA,5,1
"29875","ryanair",NA,"Economy",10,5,5,4,NA,NA,NA,5,1
"29876","ryanair",NA,"Economy",7,2,4,4,NA,NA,NA,3,1
"29877","ryanair",NA,"Economy",6,3,3,0,NA,NA,NA,4,1
"29878","sas-scandinavian-airlines",NA,"Business Class",9,5,4,4,4,NA,NA,5,1
"29879","sas-scandinavian-airlines",NA,"Economy",9,4,5,5,3,NA,NA,4,1
"29880","sata-internacional",NA,"Economy",1,2,2,2,1,NA,NA,3,0
"29881","sata-internacional",NA,"Economy",9,5,5,4,3,NA,NA,5,1
"29882","sata-air-azores",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29883","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29884","sata-air-azores",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0
"29885","royal-jordanian-airlines",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29886","royal-jordanian-airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29887","saudi-arabian-airlines",NA,"Economy",4,3,2,2,4,NA,NA,4,0
"29888","saudi-arabian-airlines",NA,"Economy",7,4,4,4,3,NA,NA,4,1
"29889","scoot","Solo Leisure","Business Class",2,3,4,2,NA,4,5,4,0
"29890","ryanair",NA,"Economy",10,2,5,4,NA,NA,NA,4,1
"29891","ryanair",NA,"Economy",9,4,4,4,NA,NA,NA,5,1
"29892","ryanair",NA,"Economy",8,3,3,3,NA,NA,NA,5,1
"29893","sas-scandinavian-airlines",NA,"Economy",2,4,1,3,0,NA,NA,3,0
"29894","sas-scandinavian-airlines",NA,"Economy",8,4,5,2,1,NA,NA,5,1
"29895","sata-internacional",NA,"Economy",5,4,3,2,2,NA,NA,5,1
"29896","sata-internacional",NA,"Economy",9,5,5,4,4,NA,NA,5,1
"29897","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29898","sata-air-azores",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"29899","sata-air-azores",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"29900","royal-jordanian-airlines",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0
"29901","royal-jordanian-airlines",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0
"29902","saudi-arabian-airlines",NA,"Economy",3,3,1,2,2,NA,NA,3,0
"29903","saudi-arabian-airlines",NA,"Economy",10,5,3,5,5,NA,NA,5,1
"29904","scoot","Couple Leisure","Economy",8,3,4,NA,NA,4,NA,5,1
"29905","scoot","Solo Leisure","Economy",1,2,1,1,1,1,1,1,0
"29906","ryanair",NA,"Economy",4,3,2,0,NA,NA,NA,3,0
"29907","ryanair",NA,"Economy",7,4,4,0,NA,NA,NA,4,1
"29908","ryanair",NA,"Economy",2,1,0,0,NA,NA,NA,1,0
"29909","sas-scandinavian-airlines",NA,"Business Class",9,3,5,5,2,NA,NA,5,1
"29910","sas-scandinavian-airlines",NA,"Economy",10,4,5,3,0,NA,NA,4,1
"29911","sata-internacional",NA,"Economy",4,3,2,2,2,NA,NA,3,0
"29912","sata-internacional",NA,"Economy",10,4,5,3,3,NA,NA,4,1
"29913","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29914","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29915","sata-air-azores",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0
"29916","saudi-arabian-airlines",NA,"Economy",10,5,5,5,4,NA,NA,5,1
"29917","saudi-arabian-airlines",NA,"Economy",NA,4,1,2,4,NA,NA,2,0
"29918","scoot","Couple Leisure","Business Class",1,1,2,1,NA,1,NA,2,0
"29919","scoot","Couple Leisure","Business Class",10,4,5,5,3,NA,NA,5,1
"29920","scoot",NA,"Economy",8,5,0,0,0,NA,NA,4,1
"29921","ryanair",NA,"Economy",6,1,2,1,NA,NA,NA,5,1
"29922","ryanair",NA,"Economy",10,3,4,0,NA,NA,NA,4,1
"29923","ryanair",NA,"Economy",NA,1,2,0,NA,NA,NA,1,0
"29924","sas-scandinavian-airlines",NA,"Economy",1,4,4,2,0,NA,NA,4,0
"29925","sas-scandinavian-airlines",NA,"Economy",5,3,3,2,1,NA,NA,4,0
"29926","sata-internacional",NA,"Economy",2,0,3,2,1,NA,NA,1,0
"29927","sata-internacional",NA,"Economy",1,1,2,2,1,NA,NA,2,0
"29928","sata-internacional",NA,"Economy",6,2,2,3,1,NA,NA,3,0
"29929","sata-air-azores",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"29930","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29931","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29932","saudi-arabian-airlines",NA,"Economy",NA,1,1,3,3,NA,NA,2,0
"29933","saudi-arabian-airlines",NA,"Economy",10,5,4,5,3,NA,NA,5,1
"29934","scoot",NA,"Economy",8,4,4,0,0,NA,NA,4,1
"29935","scoot",NA,"Economy",2,1,2,1,1,NA,NA,2,0
"29936","ryanair",NA,"Economy",9,4,5,0,NA,NA,NA,5,1
"29937","ryanair",NA,"Economy",NA,4,1,0,NA,NA,NA,4,0
"29938","ryanair",NA,"Economy",4,1,1,1,NA,NA,NA,1,0
"29939","sas-scandinavian-airlines",NA,"Business Class",3,2,1,3,3,NA,NA,4,0
"29940","sas-scandinavian-airlines",NA,"Economy",1,1,2,3,1,NA,NA,1,0
"29941","sata-internacional",NA,"Economy",1,1,2,2,1,NA,NA,1,0
"29942","sata-internacional",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"29943","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29944","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29945","sata-air-azores",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"29946","saudi-arabian-airlines",NA,"Economy",NA,3,1,1,2,NA,NA,1,0
"29947","saudi-arabian-airlines",NA,"Economy",8,3,4,4,4,NA,NA,5,1
"29948","scoot",NA,"Economy",6,3,3,3,0,NA,NA,4,1
"29949","scoot",NA,"Economy",7,4,4,1,5,NA,NA,5,1
"29950","ryanair",NA,"Economy",10,3,4,3,NA,NA,NA,5,1
"29951","ryanair",NA,"Economy",5,3,3,3,NA,NA,NA,3,0
"29952","ryanair",NA,"Economy",6,3,1,3,NA,NA,NA,3,1
"29953","sas-scandinavian-airlines",NA,"Economy",6,3,2,3,1,NA,NA,3,0
"29954","sas-scandinavian-airlines",NA,"Premium Economy",8,4,4,5,3,NA,NA,4,1
"29955","sata-internacional",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,0
"29956","sata-internacional",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"29957","sata-internacional",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"29958","sata-air-azores",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"29959","sata-air-azores",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"29960","saudi-arabian-airlines",NA,"Economy",8,3,4,5,5,NA,NA,5,1
"29961","saudi-arabian-airlines",NA,"Economy",9,4,4,4,4,NA,NA,5,1
"29962","scoot",NA,"Economy",8,4,5,0,1,NA,NA,5,1
"29963","scoot",NA,NA,9,5,5,3,3,NA,NA,5,1
"29964","ryanair",NA,"Economy",10,4,4,4,NA,NA,NA,5,1
"29965","ryanair",NA,"Economy",7,2,3,1,NA,NA,NA,5,1
"29966","ryanair",NA,"Economy",NA,1,1,1,NA,NA,NA,1,0
"29967","sas-scandinavian-airlines",NA,"Business Class",7,3,4,4,5,NA,NA,5,1
"29968","sas-scandinavian-airlines",NA,"Economy",6,1,4,2,1,NA,NA,4,1
"29969","sata-internacional",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"29970","sata-internacional",NA,"Business Class",NA,NA,NA,NA,NA,NA,NA,1,0
"29971","sata-internacional",NA,"Business Class",7,NA,NA,NA,NA,NA,NA,4,1
"29972","saudi-arabian-airlines",NA,"Economy",NA,3,1,1,3,NA,NA,2,0
"29973","saudi-arabian-airlines",NA,"Economy",9,3,5,5,3,NA,NA,5,1
"29974","scoot",NA,"Economy",5,4,4,0,0,NA,NA,4,1
"29975","scoot",NA,"Economy",6,4,5,0,0,NA,NA,5,1
"29976","ryanair",NA,"Economy",8,3,4,0,NA,NA,NA,5,1
"29977","ryanair",NA,"Economy",2,3,1,0,NA,NA,NA,2,0
"29978","sas-scandinavian-airlines",NA,"Economy",7,3,4,3,0,NA,NA,3,1
"29979","sas-scandinavian-airlines",NA,"Economy",7,3,4,4,2,NA,NA,3,1
"29980","sas-scandinavian-airlines",NA,"Business Class",7,3,4,3,3,NA,NA,3,1
"29981","sata-internacional",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29982","sata-internacional",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"29983","sata-internacional",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"29984","saudi-arabian-airlines",NA,"Economy",1,4,1,1,4,NA,NA,2,0
"29985","saudi-arabian-airlines",NA,"Economy",9,5,5,3,4,NA,NA,5,1
"29986","scoot",NA,"Economy",NA,0,0,0,1,NA,NA,0,0
"29987","scoot",NA,"Economy",7,4,3,0,0,NA,NA,4,1
"29988","scoot",NA,"Economy",10,4,3,3,1,NA,NA,5,1
"29989","ryanair",NA,"Economy",5,2,3,2,NA,NA,NA,5,1
"29990","ryanair",NA,"Economy",10,3,5,4,NA,NA,NA,3,1
"29991","sas-scandinavian-airlines",NA,"Business Class",9,4,5,4,4,NA,NA,5,1
"29992","sas-scandinavian-airlines",NA,"Economy",5,3,3,1,3,NA,NA,4,1
"29993","sata-internacional",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"29994","sata-internacional",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"29995","sata-internacional",NA,"Business Class",5,NA,NA,NA,NA,NA,NA,1,1
"29996","saudi-arabian-airlines",NA,"Economy",7,5,5,5,4,NA,NA,5,1
"29997","saudi-arabian-airlines",NA,"Economy",8,4,5,5,4,NA,NA,5,1
